record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision,bin_fill_score,hazardous_score,contamination_score,collection_priority_normalized,waste_risk_score,waste_risk_level,aqi_score,carbon_score,pollution_risk_score,pollution_risk_level,compliance_status
SWM_110991,Urban Zone,District_H,14,27-03-2025,11:09,Commercial,CP_3236,32.655466,87.612343,Mixed,Mixed Wet,566.86,3.85,7.48,6.21,54.71,25.07,17.32,36.93,2.74,6.95,4.74,39.1,94.9,114.25,67,8,73.36,Yes,Mini Truck,6066,56.53,74,32.16,Low,Composting Facility,74.25,56.83,34.69,84.55,72.83,6.31,17.38,119.72,45.4,High,Recycling,66.70833854231779,18.266666666666666,69.5,6.300630063006301,46.09509659304473,Medium,11.5625,35.12479346030089,19.972021371423597,Low,Compliant
SWM_110992,West Zone,District_H,20,17-03-2025,18:49,Institutional,CP_9791,29.52586,92.350103,Metal,Steel,379.88,0.39,16.63,37.71,4.04,12.98,16.24,24.87,4.42,6.01,0.98,21.13,28.79,100.73,138,9,28.48,Yes,Mini Truck,10643,30.84,143,13.03,Low,Transfer Station,94.78,80.49,28.29,87.08,95.23,94.26,41.01,374.23,95.96,High,Composting,10.601325165645708,29.46666666666667,60.099999999999994,94.25942594259426,37.76611062431409,Low,33.75,79.09383424645621,46.49648360727019,Moderate,Compliant
SWM_110993,Central Zone,District_H,60,04-07-2025,19:40,Commercial,CP_4027,36.051856,76.754679,Mixed,General Waste,671.4,3.01,62.3,88.92,20.48,40.4,34.57,18.44,5.19,9.49,3.42,23.94,31.9,98.58,301,8,58.25,No,Dump Truck,11945,50.78,12,33.0,High,Transfer Station,95.57,41.5,36.68,37.99,28.47,93.33,63.6,462.0,73.13,Low,Landfill,47.818477309663706,34.6,94.9,93.32933293329333,60.756790863859486,High,84.6875,59.23993390729628,67.03573017218888,High,Warning
SWM_110994,Suburban Zone,District_G,8,16-09-2024,05:27,Hospital,CP_8231,17.556772,92.867461,Mixed,Mixed Wet,282.58,11.66,82.08,74.97,10.9,18.01,15.32,54.14,7.02,2.23,9.79,44.38,33.86,104.45,145,4,31.7,No,Compactor Truck,8764,26.89,101,11.3,Low,Recovery Center,89.53,24.84,53.55,15.3,73.83,35.14,71.27,396.67,5.25,High,Landfill,14.626828353544195,46.8,22.3,35.13351335133514,27.28075834411795,Low,35.9375,0.20871380120010458,27.391364140360032,Low,Compliant
SWM_110995,Suburban Zone,District_C,29,17-10-2024,01:25,Industrial,CP_4271,33.798035,83.604033,Mixed,Mixed Dry,464.8,7.63,64.07,10.12,55.95,12.57,0.16,24.39,3.75,0.43,2.37,42.06,55.55,12.06,122,9,47.31,Yes,Dump Truck,1873,22.49,81,23.44,Low,Composting Facility,68.95,37.24,81.16,31.75,62.89,11.83,38.14,368.36,83.24,High,Recycling,34.14176772096513,25.0,4.3,11.821182118211821,22.53988440611782,Low,28.749999999999996,68.03200278285068,39.784600834855205,Low,Compliant
SWM_110996,Suburban Zone,District_A,1,25-06-2025,10:27,Hospital,CP_8402,35.112094,76.529634,Plastic,Plastic Bags,349.71,8.14,41.62,38.91,56.92,7.37,5.79,53.68,11.36,0.28,2.65,40.76,69.63,2.09,325,7,56.29,No,Electric Vehicle,8070,1.77,120,27.45,High,Transfer Station,99.86,23.4,65.44,0.82,98.71,69.62,36.77,497.32,115.3,Low,Energy Recovery,45.36817102137768,75.73333333333333,2.8000000000000003,69.61696169616962,48.08314599630985,Medium,92.1875,95.91268805983128,90.01422308461605,Critical,Violation
SWM_110997,Industrial Zone,District_A,12,24-04-2025,07:00,Industrial,CP_5142,27.117688,89.664279,Glass,Bottle,425.76,4.99,76.36,16.11,57.32,11.29,36.83,33.01,7.87,6.54,2.8,34.44,82.15,58.42,215,8,90.76,No,Compactor Truck,4544,28.08,104,23.95,Low,Recovery Center,24.67,19.56,75.19,92.72,20.29,98.61,88.14,184.76,7.65,Low,Landfill,88.46105763220403,52.466666666666676,65.4,98.60986098609861,76.37256886746307,High,57.8125,2.2958518132011485,40.08833887729368,Moderate,Violation
SWM_110998,North Zone,District_G,12,20-02-2025,02:25,Hospital,CP_6468,36.598054,88.43078,Paper,Newspaper,319.76,4.43,37.41,91.48,5.81,18.19,6.14,48.97,1.44,4.92,5.45,19.24,93.22,40.34,91,3,96.17,Yes,Dump Truck,2456,37.28,180,39.33,Moderate,Recycling Plant,7.53,28.1,20.26,55.87,33.29,37.85,98.28,511.77,98.01,Medium,Composting,95.2244030503813,9.6,49.2,37.84378437843785,56.0063288769182,Medium,19.0625,80.87659796504045,35.714229389512134,Low,Warning
SWM_110999,Suburban Zone,District_D,19,18-02-2025,02:16,Commercial,CP_1646,32.232321,78.144485,Plastic,Plastic Bags,38.33,5.58,11.69,58.32,76.24,43.2,13.42,44.85,3.82,3.51,4.24,32.38,67.68,43.05,112,4,71.36,No,Dump Truck,3208,3.85,122,8.24,Moderate,Composting Facility,58.04,2.34,55.06,7.72,65.59,31.78,91.82,94.26,65.49,Medium,Composting,64.20802600325041,25.466666666666665,35.099999999999994,31.773177317731776,43.835853665626594,Medium,25.624999999999996,52.5958779024263,33.68459670406122,Low,Compliant
SWM_111000,Central Zone,District_H,27,11-06-2025,23:47,Institutional,CP_9664,26.523442,82.653662,Glass,Jar,708.56,6.09,46.89,66.63,18.16,27.48,2.52,55.16,12.53,5.23,1.81,33.14,73.63,89.6,194,8,22.94,Yes,Auto Tipper,6667,1.42,60,24.74,Low,Transfer Station,68.5,89.8,87.17,84.01,54.03,57.47,3.3,287.33,113.86,High,Composting,3.6754594324290553,83.53333333333333,52.300000000000004,57.46574657465747,41.43337909250358,Medium,51.24999999999999,94.66040525263067,70.72978824245587,High,Warning
SWM_111001,Industrial Zone,District_F,60,14-09-2024,06:14,Residential,CP_4282,30.498234,78.621882,Paper,Newspaper,25.48,11.07,52.55,10.85,62.62,11.5,1.58,9.53,2.45,7.02,5.8,24.28,31.68,49.86,94,8,26.37,No,Mini Truck,11216,49.54,65,16.87,High,Transfer Station,83.46,88.13,33.89,57.42,22.32,8.12,13.74,392.27,116.61,Medium,Composting,7.963495436929619,16.333333333333336,70.19999999999999,8.11081108110811,22.525353170271398,Low,20.0,97.05191755804853,42.38224193408122,Moderate,Warning
SWM_111002,Central Zone,District_D,24,17-11-2024,20:20,Commercial,CP_9978,30.993521,96.561289,Metal,Aluminum,687.98,4.78,42.3,29.99,50.06,35.29,20.22,50.16,12.21,6.36,9.96,40.18,33.65,28.69,313,6,89.63,No,Dump Truck,9899,49.27,123,35.58,Low,Composting Facility,97.33,17.38,96.75,36.55,85.19,69.56,38.83,252.09,114.45,Medium,Landfill,87.04838104763095,81.4,63.6,69.55695569556956,78.32289577338781,High,88.4375,95.17349334724759,89.05079800417428,Critical,Violation
SWM_111003,Central Zone,District_G,52,03-02-2025,06:49,Hospital,CP_5089,36.825121,89.823803,Organic,Garden Waste,604.25,4.13,35.01,88.36,39.5,45.65,27.12,55.31,1.12,5.39,5.09,30.71,22.77,72.08,85,9,21.17,No,Electric Vehicle,4810,24.02,91,21.93,Moderate,Recycling Plant,32.55,67.49,83.21,45.05,44.53,29.27,43.43,128.4,88.64,Medium,Energy Recovery,1.4626828353544215,7.466666666666668,53.89999999999999,29.26292629262926,17.621178744702824,Low,17.1875,72.72806330985303,31.90550232628924,Low,Compliant
SWM_111004,East Zone,District_E,57,05-05-2025,15:20,Residential,CP_6326,8.109158,88.964019,Mixed,General Waste,515.09,7.05,47.67,91.27,41.97,5.44,10.99,22.46,2.79,3.71,0.7,29.43,55.28,9.43,263,6,85.34,No,Compactor Truck,4745,42.29,42,11.84,High,Composting Facility,11.97,96.71,85.67,60.66,39.37,48.53,72.96,174.47,77.34,Medium,Composting,81.68521065133143,18.6,37.1,48.52485248524853,52.02281213331985,Medium,72.8125,62.90112183668145,58.996586551004434,Moderate,Warning
SWM_111005,North Zone,District_A,28,20-09-2024,02:05,Hospital,CP_5982,11.500838,90.652955,Metal,Iron,704.2,11.65,75.96,83.34,14.37,18.74,20.07,40.04,3.55,2.02,1.74,41.86,33.49,73.85,51,1,30.4,No,Compactor Truck,11915,47.23,142,13.96,Low,Waste Processing Unit,69.38,35.83,75.14,80.21,30.27,92.87,99.62,108.02,115.99,High,Recycling,13.001625203150393,23.666666666666668,20.200000000000003,92.86928692869287,29.087709787230757,Low,6.5625,96.51274023828158,36.96840540481781,Low,Warning
SWM_111006,North Zone,District_C,40,02-01-2025,11:37,Industrial,CP_4811,18.861679,72.300697,Glass,Bottle,667.85,8.66,37.06,5.95,68.53,2.61,36.95,59.1,11.1,3.99,3.12,43.92,86.88,33.37,347,2,95.58,Yes,Auto Tipper,5912,56.95,83,31.29,Low,Recycling Plant,70.45,46.72,71.01,90.25,83.09,91.5,41.99,239.91,36.52,Low,Composting,94.48681085135642,74.0,39.900000000000006,91.49914991499149,77.9995968277913,High,99.0625,27.40238281589704,72.55196484476912,High,Violation
SWM_111007,Central Zone,District_C,56,18-04-2025,11:42,Industrial,CP_7536,24.833808,78.631342,Organic,Food Waste,337.47,10.19,39.85,23.81,21.75,18.46,3.96,7.28,1.79,9.88,1.2,28.01,37.91,29.86,96,5,69.26,Yes,Auto Tipper,3348,3.36,132,4.75,High,Recycling Plant,67.63,79.53,74.48,31.57,53.08,14.1,7.68,460.08,37.64,Medium,Landfill,61.58269783722966,11.933333333333334,98.80000000000001,14.091409140914092,49.49012383936232,Medium,20.625,28.37638055483086,21.212080833115923,Low,Compliant
SWM_111008,Suburban Zone,District_E,37,24-04-2025,05:08,Commercial,CP_5034,16.822191,87.50167,Paper,Newspaper,786.43,2.52,14.65,69.03,70.78,29.06,11.86,47.26,9.35,5.36,4.07,29.83,83.07,110.83,218,4,92.37,No,Dump Truck,4186,33.34,93,30.05,Low,Waste Processing Unit,63.75,18.66,93.85,62.96,43.28,64.45,65.25,367.9,116.76,High,Recycling,90.47380922615328,62.33333333333333,53.6,64.44644464446445,72.1598237204643,High,58.75,97.1823636837986,70.99637577180624,High,Violation
SWM_111009,North Zone,District_B,10,10-09-2024,23:14,Industrial,CP_9747,10.895817,86.66711,Plastic,PET,76.69,4.06,53.35,55.82,7.24,40.56,28.26,44.15,7.15,3.33,7.3,44.78,51.13,67.92,150,9,65.65,Yes,Mini Truck,9082,36.71,139,17.45,Moderate,Composting Facility,6.42,32.16,90.5,23.96,56.69,10.83,12.65,337.03,50.83,Low,Energy Recovery,57.06963370421304,47.66666666666667,33.300000000000004,10.821082108210822,43.027682464583506,Medium,37.5,39.846943212453255,40.237416297069316,Moderate,Compliant
SWM_111010,North Zone,District_F,28,05-08-2024,14:05,Industrial,CP_6317,28.419834,84.047258,Mixed,Mixed Dry,424.1,7.58,38.83,13.85,10.9,44.14,25.83,18.5,7.61,3.32,3.32,35.81,46.85,17.19,173,1,83.64,No,Dump Truck,6782,41.01,29,21.0,High,Recycling Plant,51.2,59.84,31.59,18.63,95.34,53.67,60.88,345.23,59.27,Low,Landfill,79.55994499312415,50.73333333333333,33.199999999999996,53.66536653665367,59.19711631108105,Medium,44.6875,47.18671188799027,46.64643023306375,Moderate,Compliant
SWM_111011,West Zone,District_D,26,18-01-2025,23:35,Commercial,CP_2877,24.019217,80.299928,Mixed,Mixed Wet,771.82,5.23,84.3,55.18,43.39,2.73,38.85,25.76,1.26,0.55,8.33,22.15,36.98,19.87,83,7,64.75,No,Mini Truck,11230,8.09,80,27.76,High,Composting Facility,58.15,62.35,91.29,79.34,29.8,90.73,90.58,295.12,95.97,High,Landfill,55.944493061632706,8.4,5.500000000000001,90.72907290729073,39.18715816074669,Low,16.5625,79.10253065483955,33.69200919645187,Low,Compliant
SWM_111012,Industrial Zone,District_C,58,07-12-2024,01:58,Residential,CP_4436,27.668863,92.586707,Glass,Container,332.73,6.78,56.68,67.89,76.06,40.71,10.38,30.1,4.88,9.56,2.68,20.0,66.55,62.46,67,9,29.25,No,Dump Truck,10389,41.19,124,3.73,High,Waste Processing Unit,40.0,22.19,87.71,90.62,50.91,84.97,52.61,541.16,97.95,Low,Landfill,11.56394549318665,32.53333333333333,95.60000000000001,84.96849684968497,44.62418605806074,Medium,11.5625,80.82441951474041,36.53524252108879,Low,Compliant
SWM_111013,Industrial Zone,District_F,4,06-01-2025,08:03,Industrial,CP_7430,9.768197,85.325561,Paper,Magazine,521.09,7.14,18.88,86.56,70.79,18.2,3.19,25.69,14.9,3.42,5.9,26.03,68.75,93.77,313,5,65.23,No,Auto Tipper,2817,50.68,66,38.39,Moderate,Composting Facility,5.09,50.95,76.95,18.06,27.92,88.98,38.19,236.68,59.67,Medium,Recycling,56.54456807100888,99.33333333333334,34.199999999999996,88.97889788978898,67.63799524520523,High,88.4375,47.53456822332377,78.3457871336638,High,Warning
SWM_111014,Urban Zone,District_D,57,06-07-2025,23:17,Commercial,CP_9039,9.16785,83.589916,Glass,Broken Glass,30.72,5.61,38.66,93.04,21.61,34.72,16.3,24.35,13.35,9.03,5.28,33.81,33.51,69.89,115,2,83.8,Yes,Mini Truck,10938,54.63,41,25.11,Moderate,Composting Facility,37.4,50.78,79.85,99.14,49.33,96.2,75.16,507.41,11.84,Low,Recycling,79.75996999624954,89.0,90.3,96.1996199619962,86.64393099279926,Critical,26.5625,5.939646925819637,32.86314407774589,Low,Compliant
SWM_111015,West Zone,District_D,54,03-09-2024,09:11,Hospital,CP_6279,23.975045,76.979572,Organic,Fruit Waste,461.39,2.7,70.49,26.63,20.81,17.18,28.23,45.52,11.15,8.97,4.65,29.98,46.36,73.72,254,5,61.32,Yes,Electric Vehicle,1111,35.45,47,33.1,High,Recovery Center,25.34,16.95,99.22,54.21,42.05,37.73,82.16,499.91,72.96,High,Landfill,51.656457057132144,74.33333333333334,89.7,37.72377237723772,62.844482012771856,High,70.0,59.09209496477954,67.59429515610053,High,Warning
SWM_111016,Urban Zone,District_F,58,06-12-2024,21:44,Commercial,CP_1243,23.111467,92.268283,Organic,Garden Waste,541.96,1.39,63.65,84.37,70.03,8.57,25.66,26.74,5.07,5.9,0.47,41.24,29.31,32.28,333,6,64.73,Yes,Compactor Truck,11261,27.06,20,29.0,Moderate,Composting Facility,76.83,86.25,7.8,67.68,85.53,80.96,92.74,289.94,50.33,Medium,Composting,55.91948993624204,33.800000000000004,59.00000000000001,80.95809580958095,54.761510345933964,Medium,94.6875,39.41212279328637,65.9273868379859,High,Warning
SWM_111017,North Zone,District_A,48,06-10-2024,08:32,Institutional,CP_1875,28.690177,71.614631,Organic,Food Waste,717.75,3.5,59.81,71.69,53.88,39.42,12.54,3.74,6.22,8.11,4.33,34.73,93.08,62.98,251,4,64.33,No,Electric Vehicle,3337,6.36,174,12.34,High,Recycling Plant,31.23,42.63,49.28,32.28,91.86,61.49,50.16,208.14,92.55,Medium,Landfill,55.419427428428556,41.46666666666666,81.1,61.48614861486149,57.97735993026731,Medium,69.0625,76.12835898773807,65.66309102965475,High,Warning
SWM_111018,South Zone,District_F,54,29-09-2024,10:22,Industrial,CP_2868,17.178364,94.874649,Plastic,HDPE,736.1,4.22,72.18,65.05,76.05,37.51,39.4,54.17,4.08,8.02,1.97,18.58,28.69,111.44,116,6,63.12,Yes,Auto Tipper,7903,25.58,83,7.42,Low,Transfer Station,31.67,60.05,80.81,61.52,60.1,85.81,92.28,57.47,51.99,Medium,Energy Recovery,53.90673834229278,27.200000000000003,80.19999999999999,85.80858085808582,57.27398246562999,Medium,26.875,40.85572658492043,31.13421797547613,Low,Compliant
SWM_111019,Urban Zone,District_D,21,27-08-2024,06:29,Industrial,CP_7494,14.283516,76.611226,Plastic,Plastic Bags,745.72,7.48,17.67,36.75,48.72,43.19,30.42,22.31,5.37,0.38,8.58,20.33,80.5,62.92,239,6,72.37,No,Compactor Truck,2697,53.98,152,24.42,Low,Waste Processing Unit,59.76,68.79,70.01,16.09,94.13,14.0,24.6,489.52,108.79,High,Energy Recovery,65.47068383547945,35.8,3.8,13.991399139913993,37.99698340517888,Low,65.3125,90.25132620227846,66.89164786068353,High,Violation
SWM_111020,Suburban Zone,District_H,43,06-02-2025,10:53,Commercial,CP_6586,11.368745,86.421596,Organic,Food Waste,524.45,10.64,29.93,26.28,52.98,20.94,1.19,50.24,4.66,7.91,9.8,39.8,82.34,108.36,270,3,62.44,No,Dump Truck,2352,8.1,141,19.05,High,Transfer Station,48.04,88.13,33.65,29.29,26.81,78.35,20.43,511.66,18.22,Low,Energy Recovery,53.05663207900988,31.06666666666667,79.10000000000001,78.34783478347835,56.56149471579237,Medium,75.0,11.487955474389077,47.15971997565006,Moderate,Warning
SWM_111021,East Zone,District_F,45,11-03-2025,02:31,Hospital,CP_8588,28.004408,74.887795,Glass,Container,290.57,10.19,56.43,38.08,55.67,7.24,3.15,0.39,0.46,4.92,3.31,39.13,25.2,7.81,83,3,99.93,No,Mini Truck,6694,6.55,155,5.15,Moderate,Recycling Plant,45.23,7.19,9.49,63.08,49.81,78.44,71.67,239.66,8.49,Low,Landfill,99.924990623828,3.066666666666667,49.2,78.43784378437843,62.34233948385463,High,16.5625,3.0263501174015137,9.802488368553787,Low,Warning
SWM_111022,Urban Zone,District_H,55,30-05-2025,09:32,Residential,CP_4146,24.70931,79.825231,Glass,Jar,757.29,2.56,66.27,98.62,16.12,14.7,22.69,37.73,1.62,4.75,8.06,36.29,91.8,73.16,137,6,32.93,No,Compactor Truck,6748,49.37,79,25.97,Low,Recycling Plant,34.56,52.59,24.96,56.15,38.4,58.45,25.19,187.14,48.17,Medium,Composting,16.164520565070635,10.8,47.5,58.44584458445845,27.43268491369702,Low,33.4375,37.533698582485435,30.13885957474563,Low,Compliant
SWM_111023,South Zone,District_F,15,12-08-2024,20:53,Industrial,CP_8883,11.74371,95.47134,Mixed,Mixed Wet,398.82,6.68,25.71,95.97,46.28,7.92,24.21,40.02,0.61,2.06,5.38,36.68,90.08,58.32,179,7,28.01,Yes,Mini Truck,10125,22.21,77,7.09,Low,Recovery Center,11.04,49.5,54.78,21.65,75.38,45.85,9.76,112.37,38.39,High,Recycling,10.013751718964874,4.066666666666666,20.6,45.84458445844585,16.018855023019494,Low,46.5625,29.028611183581184,32.803166688407686,Low,Compliant
SWM_111024,Central Zone,District_H,7,02-04-2025,12:14,Commercial,CP_4416,12.145424,83.635181,Paper,Office Paper,150.41,5.0,11.52,52.84,50.15,9.99,25.7,55.23,14.66,3.8,5.94,31.5,88.49,17.95,38,8,52.28,No,Electric Vehicle,4074,58.53,177,35.46,Low,Composting Facility,54.44,5.93,54.64,63.6,93.46,35.9,32.49,117.1,21.06,High,Landfill,40.355044380547575,97.73333333333333,38.0,35.8935893589359,53.55938948939275,Medium,2.5,13.957735455256978,24.983987303243758,Low,Compliant
SWM_111025,Industrial Zone,District_B,57,13-05-2025,12:24,Hospital,CP_1208,31.591934,78.646323,Organic,Garden Waste,635.04,9.88,62.07,91.95,24.66,23.67,22.34,40.27,12.43,1.79,6.4,28.86,81.29,36.18,337,8,20.74,Yes,Dump Truck,1107,31.14,160,39.4,Low,Composting Facility,75.45,87.21,94.84,90.66,61.57,36.95,25.1,552.24,56.45,Medium,Recycling,0.9251156394549299,82.86666666666666,17.9,36.943694369436955,30.208267077864182,Low,95.9375,44.73432472388904,77.96238075050005,High,Warning
SWM_111026,West Zone,District_H,18,25-08-2024,05:14,Market,CP_1999,22.496585,70.820347,Paper,Cardboard,171.46,11.31,86.05,22.49,10.04,33.64,28.25,24.92,5.95,8.89,0.55,30.58,60.12,95.79,274,1,80.99,No,Auto Tipper,6650,4.95,48,20.05,Low,Recycling Plant,73.78,15.05,95.84,89.92,37.4,92.66,46.39,98.49,41.62,High,Energy Recovery,76.24703087885986,39.666666666666664,88.9,92.65926592659267,72.09436890719951,High,76.25,31.837551091399252,55.60959866075311,Moderate,Warning
SWM_111027,East Zone,District_D,47,28-05-2025,12:45,Hospital,CP_5183,20.55993,90.116082,Mixed,Mixed Wet,141.95,7.82,89.66,20.8,74.23,9.64,14.96,11.24,10.66,9.91,5.78,23.86,55.96,114.38,313,6,32.52,No,Mini Truck,10836,22.69,10,7.36,Moderate,Composting Facility,53.9,49.04,50.68,29.74,52.27,60.57,32.54,227.14,101.84,Low,Composting,15.651956494561825,71.06666666666666,99.1,60.56605660566057,52.932357755340476,Medium,88.4375,84.20732237585878,83.69428004609097,Critical,Violation
SWM_111028,North Zone,District_G,36,29-06-2025,11:48,Institutional,CP_7426,33.805485,87.398894,Mixed,Mixed Dry,545.11,4.04,66.66,50.37,38.8,47.95,34.28,47.61,12.57,8.71,6.59,30.0,88.72,20.38,189,8,24.09,No,Auto Tipper,10469,42.13,65,15.46,Moderate,Waste Processing Unit,29.23,56.45,50.31,33.35,3.35,17.69,40.99,222.01,94.22,High,Composting,5.113139142392799,83.8,87.10000000000001,17.681768176817684,43.06752088347977,Medium,49.6875,77.58065918775546,64.87794775632663,High,Compliant
SWM_111029,Urban Zone,District_E,34,29-04-2025,14:23,Market,CP_3106,12.591896,91.649515,Metal,Aluminum,542.72,6.19,36.12,61.69,58.76,43.89,20.68,34.25,9.72,4.43,1.52,42.82,71.07,20.98,252,10,83.24,No,Electric Vehicle,1084,39.25,174,16.28,High,Recovery Center,23.69,16.88,65.35,28.96,82.15,29.17,84.83,141.66,73.47,High,Landfill,79.05988248531067,64.8,44.3,29.162916291629166,61.058390437868646,High,69.375,59.53561179232977,65.50818353769893,High,Warning
SWM_111030,North Zone,District_E,28,25-01-2025,04:15,Commercial,CP_8853,17.462902,88.685699,Metal,Iron,262.44,4.8,55.52,84.97,68.52,0.53,34.36,39.72,2.07,8.74,9.03,40.65,92.5,99.52,148,10,40.27,Yes,Compactor Truck,10629,58.25,166,18.67,Moderate,Waste Processing Unit,18.85,49.3,38.75,88.11,10.36,46.86,27.53,153.46,90.33,Medium,Composting,25.340667583447935,13.799999999999999,87.4,46.85468546854686,38.09446985366121,Low,36.875,74.1977563266371,43.45682689799113,Moderate,Compliant
SWM_111031,Industrial Zone,District_A,19,08-10-2024,07:50,Commercial,CP_1191,8.34058,93.280075,Metal,Iron,150.88,7.76,43.01,71.16,45.17,3.78,27.56,43.55,9.29,2.48,1.09,24.1,82.0,81.31,51,7,31.61,Yes,Electric Vehicle,8113,21.27,15,14.11,Moderate,Recycling Plant,80.65,29.38,77.82,14.4,79.96,26.48,10.79,344.14,11.85,Low,Landfill,14.514314289286162,61.93333333333333,24.8,26.472647264726472,30.219956138756768,Low,6.5625,5.948343334202974,17.45241966692756,Low,Compliant
SWM_111032,Urban Zone,District_B,14,14-08-2024,12:22,Institutional,CP_1403,19.439417,71.171152,Plastic,HDPE,351.72,8.19,88.37,48.85,61.63,18.39,24.6,43.87,4.64,9.35,5.46,37.14,21.23,79.9,248,1,82.88,No,Dump Truck,5541,27.79,111,4.14,Low,Transfer Station,19.83,95.86,8.94,53.11,80.69,65.99,28.14,162.52,77.99,Medium,Landfill,78.60982622827854,30.93333333333333,93.5,65.98659865986598,67.77525362362464,High,68.125,63.46638838159839,59.28908318114618,Moderate,Warning
SWM_111033,West Zone,District_D,52,08-06-2025,01:07,Hospital,CP_9957,25.809896,86.009687,Glass,Broken Glass,264.72,4.59,12.65,17.56,9.48,38.24,3.46,14.87,10.22,2.7,6.72,44.18,59.36,1.54,238,1,31.31,No,Dump Truck,4072,10.4,109,11.48,High,Composting Facility,70.05,60.75,25.29,36.78,67.82,74.44,68.28,323.81,61.76,Low,Recycling,14.139267408426054,68.13333333333334,27.0,74.43744374437443,39.25465685835992,Low,65.0,49.35211757544135,60.932301939299066,High,Warning
SWM_111034,South Zone,District_B,47,22-10-2024,20:18,Commercial,CP_2431,16.357778,69.561305,Plastic,PET,331.72,4.14,68.21,4.18,11.38,31.3,36.34,47.25,4.8,5.32,6.88,29.83,40.94,34.39,308,1,89.94,Yes,Mini Truck,7143,45.98,139,14.31,Low,Transfer Station,9.28,39.12,47.31,35.48,67.37,38.59,37.26,76.28,8.19,Medium,Landfill,87.4359294911864,32.0,53.2,38.583858385838596,59.40195055435036,Medium,86.875,2.7654578659013827,50.667137359770415,Moderate,Warning
SWM_111035,Suburban Zone,District_E,23,17-02-2025,01:10,Institutional,CP_2408,22.980575,79.64976,Mixed,Municipal Mixed,260.29,6.06,88.39,62.24,44.68,41.22,15.9,41.96,11.91,3.91,3.4,33.96,81.17,28.7,226,8,48.4,Yes,Electric Vehicle,5890,5.03,171,38.59,Moderate,Recycling Plant,22.31,40.8,5.78,64.67,53.72,4.65,78.73,308.39,55.48,Medium,Composting,35.50443805475684,79.4,39.1,4.640464046404641,42.567844828863436,Medium,61.25000000000001,43.890773110705275,59.672231933211584,Moderate,Warning
SWM_111036,Suburban Zone,District_C,57,06-07-2025,04:38,Commercial,CP_8615,26.185012,83.94732,Metal,Aluminum,513.87,9.75,22.67,40.0,68.27,12.5,0.14,12.23,4.26,7.65,9.24,35.36,41.6,23.79,75,2,37.75,No,Dump Truck,6233,56.17,173,12.83,Low,Waste Processing Unit,50.71,82.8,74.74,67.36,77.74,54.26,91.55,207.88,58.49,Low,Landfill,22.19027378422303,28.4,76.5,54.255425542554256,39.41442334507235,Low,14.0625,46.50839203408992,26.663767610226977,Low,Compliant
SWM_111037,West Zone,District_H,31,07-09-2024,10:24,Market,CP_3462,20.863156,87.508038,Organic,Fruit Waste,235.72,9.61,64.11,87.59,54.9,35.16,6.96,40.23,3.88,3.99,0.28,27.72,88.15,72.92,124,4,93.81,Yes,Dump Truck,11491,11.9,83,13.42,High,Waste Processing Unit,3.61,95.96,3.28,80.37,79.49,11.76,4.21,521.72,109.5,High,Energy Recovery,92.27403425428179,25.866666666666667,39.900000000000006,11.751175117511751,53.11895663600615,Medium,29.375,90.86877119749543,47.12146469258197,Moderate,Violation
SWM_111038,North Zone,District_A,11,16-02-2025,01:07,Residential,CP_5417,19.487967,76.691765,Glass,Broken Glass,678.37,1.41,53.23,21.95,77.38,5.65,11.78,22.49,9.9,7.52,7.87,39.68,86.62,113.9,113,7,31.96,No,Auto Tipper,2461,10.36,139,15.88,Low,Transfer Station,86.49,62.42,79.82,11.6,43.73,47.69,77.07,551.14,65.81,High,Recycling,14.951868983622955,66.0,75.2,47.68476847684769,44.67346286497633,Medium,25.937500000000004,52.874162970693106,42.030998891207936,Moderate,Compliant
SWM_111039,Urban Zone,District_A,8,13-10-2024,18:26,Residential,CP_4837,26.701352,93.607949,Glass,Broken Glass,31.19,9.96,43.81,55.14,9.05,13.93,18.07,43.28,13.68,9.72,1.66,26.09,36.43,97.16,161,8,70.35,Yes,Electric Vehicle,8819,53.81,110,28.52,Moderate,Composting Facility,88.47,13.46,98.85,87.38,16.43,31.39,96.57,366.54,89.47,Medium,Composting,62.94536817102138,91.2,97.2,31.38313831383138,72.12561801548325,High,40.9375,73.44986520567005,60.74370956170102,High,Compliant
